sample_id,label,source_type,curve_path,transit_depth_est,transit_depth_snr,in_transit_fraction_est,autocorr_lag1,slope_linear,min_time_offset,skewness_flux,kurtosis_flux,depth_to_mad_ratio,ingress_egress_balance,p2p_to_std_ratio,binning_std_ratio,local_global_std_ratio
neg_baseline_0_01751,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01751.csv,0.008722045860311778,1.2198777994620789,0.36923076923076925,0.9700140106785521,0.1484449488513969,-0.07505791494622827,0.41316213884471115,-0.9184413599289467,1.5271730473885035,0.545514418503349,0.24424421837311178,0.9818982803230164,0.3329287254998081
neg_baseline_0_01755,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01755.csv,0.0057541668182707895,1.1708018373434208,0.33076923076923076,0.9185139977951503,0.035133079711974526,0.005250964779406786,0.726780873449208,0.08670855418592538,1.6991268488030635,0.016646265217371663,0.40228291934259874,0.9559500628253095,0.40656811752513955
neg_baseline_0_01759,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01759.csv,0.025616104133625694,1.126267048299137,0.3384615384615385,0.9851438154579897,-0.024002089182081906,-0.010193050373345613,0.5718336320050775,-0.67384348469405,1.7360848137492346,-0.19037138211575683,0.17116568006624505,0.9877567746703404,0.3504685307097774
neg_baseline_0_01765,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01765.csv,0.03211032879068021,2.4562302056123513,0.24615384615384617,0.9955177953935681,0.13338683552543618,-0.07938223937526345,-0.9683141939551144,0.048926646262571705,3.9204734207391203,1.6976046534485232,0.09482528902683339,0.9956902137148433,0.16556586561693096
neg_baseline_0_01767,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01767.csv,0.028157555428351078,2.029669680804319,0.28846153846153844,0.943843617719267,-0.059366676577189886,0.07752895774319768,-0.5080420055721545,-0.5211475747342611,2.6690827572621,-1.6472923861690567,0.3328654745508365,0.9669099062104061,0.33846098357565213
neg_baseline_0_01771,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01771.csv,0.04702825869515581,2.161505099664758,0.3,0.9945326760870526,-0.0019779393911493006,-0.0800000000745058,-0.6206014136501301,-0.8851611340852501,3.125877367039003,-1.4594301570962702,0.10386768198319477,0.9945849676806127,0.1361576090823494
neg_baseline_0_01772,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01772.csv,0.012563622122293228,0.9649148279825436,0.3269230769230769,0.9918929793999854,-0.08145820377168812,-0.00030888011679053307,0.7297937392225244,-0.4390176112409949,1.5095775439174974,-0.29888949143523236,0.12654335919798482,0.9911815885437821,0.2611858605309797
neg_baseline_0_01774,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01774.csv,0.018599342078279624,1.551800941903085,0.34615384615384615,0.9458273374960603,0.22549298736270132,-0.0633204635232687,0.033135534101321695,-1.025858639289585,1.7784506251539451,0.8909442830302648,0.3287623729078416,0.9630404133142845,0.5252659229780001
neg_baseline_0_01775,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01775.csv,0.014322546324013308,0.812255710641834,0.4153846153846154,0.995591109593002,0.1726578490262089,-0.004015443846583366,0.93338878439174,-0.05219690981768865,1.2154064944372456,0.043182950415736075,0.094030326837722,0.9952118729464885,0.1727845096250384
neg_baseline_0_01777,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01777.csv,0.023536357398979524,2.105417113306573,0.3153846153846154,0.9378061035956028,-0.05004554678268002,0.0800000000745058,-0.4748221731433813,-0.5923768975698573,2.934467299373193,-1.462968806784889,0.3502144063006642,0.9651177788273837,0.3594398341161938
neg_baseline_0_01779,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01779.csv,0.03350188608861615,2.5998785019507507,0.2846153846153846,0.9914188967885319,-0.2292784906578616,0.0756756761111319,-1.0598217020202096,-0.12725641039830782,7.17489075155388,-0.5338279846842734,0.13100197105598005,0.9933175074471962,0.2072947240300131
neg_baseline_0_01780,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01780.csv,0.035394451607898336,2.22478577428292,0.29615384615384616,0.9969746109359681,-0.07295255817423305,0.0787644786760211,-0.7275133624472799,-0.5799137680866973,3.1627966181414084,-1.7410109808840082,0.07744723815576415,0.9958418912851408,0.11203934491550871
neg_baseline_0_01784,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01784.csv,0.052861946290258754,2.232862072735583,0.3076923076923077,0.9828223180149804,-0.03689551638018203,0.07752895774319768,-0.637204353008904,-0.7750816837535432,3.3150947563794713,-1.1456384259732784,0.18412942274613586,0.9894842124086022,0.16503188446562952
neg_baseline_0_01787,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01787.csv,0.01855303771312944,1.1944908097009261,0.28076923076923077,0.976242383790439,0.12941519118840636,-0.016988417133688927,0.6192436591937854,-0.20543383844625263,1.784120622275578,0.5023247634453868,0.21702502059753268,0.9784772120870687,0.45060083677003737
neg_baseline_0_01790,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01790.csv,0.05019601261461282,2.250069865854919,0.3153846153846154,0.9888982737427581,0.032750316373808194,-0.07938223937526345,-0.6267306422406389,-0.7888418505285606,3.6474151988822845,1.3681704325769635,0.14821339422006352,0.9903973285069758,0.25459466017152665
neg_baseline_0_01793,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01793.csv,0.008662993509354733,1.1190022926585896,0.3192307692307692,0.8801916383322991,0.014393280223874438,-0.008339767809957266,0.6883304738852289,-0.26949439580607315,1.7856960774916526,-0.4220470879266716,0.4865540654750891,0.9330698218489794,0.38789402029883907
neg_baseline_0_01794,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01794.csv,0.024576587225581537,1.940116121300323,0.3,0.9595198468726042,0.024256941547480485,-0.07752895774319768,-0.4287013394889181,-0.5757670185396844,2.4077706699736585,1.0,0.2830342811172649,0.9706396209845444,0.3322615817969236
neg_baseline_0_01795,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01795.csv,0.007372043326906441,1.3124802712056471,0.31153846153846154,0.8422192598273229,0.0004434041772036608,0.005250964779406786,0.4376024970758159,-0.5568482765844522,1.960488298588627,-0.36836119847704224,0.5594291844590317,0.9097849099685492,0.4808730369401402
neg_baseline_0_01799,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01799.csv,0.042118452692902375,2.1082846442774814,0.2923076923076923,0.9821901318643597,-0.03840512419738145,-0.07320463331416249,-0.5839225370685578,-0.8601695313192863,2.745495823909282,-1.8764975614550357,0.1878927313092251,0.9844114095859362,0.21991695201158581
neg_baseline_0_01800,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01800.csv,0.03863284666204847,2.4390362121928084,0.27307692307692305,0.9924936675395735,-0.17323306150523068,0.0800000000745058,-0.9720603919052753,0.06962135917787782,4.097038460450217,-1.878639007145536,0.12254270415684392,0.9927477625326719,0.25690350947014573
neg_baseline_0_01801,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01801.csv,0.009766884190360425,0.7089910190018152,0.4076923076923077,0.9886111134266734,0.19389675580854313,-0.00648648664355278,1.0916357839684343,0.3124069248390735,1.3098189339930468,-0.11967650872554707,0.1507442541100539,0.9907220347253657,0.2584054740531992
neg_baseline_0_01808,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01808.csv,0.04193126771765665,2.409141421262521,0.2153846153846154,0.9873276852583208,-0.17843470321683114,0.0800000000745058,-0.9811873266108287,0.2999519483412909,3.8460896477081086,-1.9056366485810055,0.1587297073782877,0.9889993411369681,0.2712811901997557
neg_baseline_0_01809,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01809.csv,0.01880196895593289,0.9274506707634136,0.4076923076923077,0.9903533249704504,-0.03413040207641257,-0.005868725944310427,0.5851246514096405,-0.8662388692896252,1.328669784142484,0.0275834132539432,0.1379848686777791,0.9936254767579853,0.1427684013204123
neg_baseline_0_01810,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01810.csv,0.0311164240240438,2.485113897292832,0.21923076923076923,0.98431204541272,-0.19714422931219563,0.07382239401340485,-1.039414982459016,0.3163104367722944,3.96188566348848,-0.5800249138728854,0.17684735605931998,0.9854757533589041,0.44709821721613446
neg_baseline_0_01816,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01816.csv,0.041736804849740294,2.5449443982415803,0.23461538461538461,0.9960385659316499,0.239439373964716,-0.0800000000745058,-1.1386906513292852,0.31393325113086057,4.759881002201527,0.4867626048343817,0.08967617451432619,0.9954665758129517,0.23231736215385299
neg_baseline_0_01818,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01818.csv,0.016152633403655914,0.7566759915059688,0.38461538461538464,0.9984610307846441,0.16571412587971007,-0.002779922913759947,0.8018609617820716,-0.3937110156759589,1.1457557277243888,-0.07282654009377647,0.056020535613630865,0.9966485177711418,0.1583676911821414
neg_baseline_0_01819,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01819.csv,0.007386415876912467,0.6272444853546358,0.36923076923076925,0.9943391075818344,-0.21917129522580575,0.05034749023616314,1.016975762410956,-0.10379957779796056,1.3473746866972094,-0.11406444177001614,0.10662741078089943,0.9946328525867935,0.27074912453079014
neg_baseline_0_01821,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01821.csv,0.01478024498009245,0.8886053697919826,0.3576923076923077,0.9873914585787916,0.10769408589402613,-0.011428571306169033,0.7871849762346724,-0.3398472029716948,1.2835003738525381,0.15773694801163665,0.15791413912415006,0.9913866754457977,0.20867654564686797
neg_baseline_0_01828,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01828.csv,0.007138821272163587,1.7169205543646482,0.27692307692307694,0.7073019728223365,-0.01563274538698672,-0.05590733606368303,0.047090221493742604,-0.25275518107480055,2.4867705328702696,-0.6584661663580759,0.7657132800665178,0.7602810794425264,1.1107041080067424
neg_baseline_0_01835,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01835.csv,0.013207855901879118,1.0807876278557131,0.33076923076923076,0.9259951900194024,-0.04327687369102438,0.016370656434446573,0.6255851286821198,-0.5636627508777519,1.611113884903417,-0.07501042185431642,0.3819846897668656,0.9584346094891262,0.3321296020157344
neg_baseline_0_01842,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01842.csv,0.017814618338292898,0.9643078588939483,0.3923076923076923,0.9885214823155519,0.0626777190797778,-0.0009266408160328865,0.6480434525706015,-0.686998735236164,1.3762532952279878,-0.029648208076514814,0.15048640021997026,0.9912515593764838,0.17211467719381313
neg_baseline_0_01844,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01844.csv,0.00879220413545001,0.803206983368726,0.40384615384615385,0.9933361445266318,-0.10982348328530794,0.015135135035961866,0.926295471999951,-0.05150093936259825,1.2093970112890593,0.025625481939572387,0.115495993843539,0.9941563569543374,0.19337970676343524
neg_baseline_0_01851,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01851.csv,0.034783922091866315,2.1544579917321767,0.2923076923076923,0.9774036382547597,0.08682887812469232,-0.07752895774319768,-0.583229380679375,-0.607640034752682,3.2511065206746834,1.2654146295135433,0.21071508222245086,0.980278763720349,0.34096996041027
neg_baseline_0_01861,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01861.csv,0.011498779955616323,1.0494668923725308,0.27307692307692305,0.9334214767035284,-0.126885216744559,0.023166023194789886,1.1358288455337344,0.997130225110777,2.369225621810323,0.9176390591593698,0.36340100694866045,0.9592277362821149,0.39218344293355983
neg_baseline_0_01863,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01863.csv,0.011259232157903365,2.3230087442866805,0.27307692307692305,0.913668043468869,-0.0862472803693145,0.0800000000745058,-0.7267957240497736,-0.3119696595358632,3.842866991226855,-0.6280475257597689,0.4135599654690441,0.9559023393347921,0.5090589755370442
neg_baseline_0_01866,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01866.csv,0.011574099021510076,0.7482348020698714,0.4115384615384615,0.9971986756803788,0.16450189337974683,-0.005250965245068073,0.9899396497720265,0.07407095285276455,1.1831846909481816,0.015506789777873108,0.07539895684111582,0.9962491720099205,0.16072946938792546
neg_baseline_0_01870,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01870.csv,0.006982786174033362,0.7167216068357615,0.3576923076923077,0.9738618066197634,0.19341557878015536,-0.049729729536920786,0.7668089850212937,-0.6685700944861472,1.277587047307746,0.3735229089376246,0.2280587399525716,0.9854377339915538,0.34059739039603193
neg_baseline_0_01883,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01883.csv,0.024198088702828913,2.3003733018779844,0.3153846153846154,0.9948562563170936,-0.2109875525505455,0.07382239401340485,-0.7241891494900335,-0.785702918755105,4.3704824836122595,-0.5063515047238722,0.10117879065796914,0.9939048770705318,0.23918503443482853
neg_baseline_0_01884,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01884.csv,0.049914981573157546,2.199490463757185,0.29615384615384616,0.9971811391343869,-0.17540720095200354,0.0800000000745058,-0.5926356147040135,-0.6556383068682066,2.9848466436129413,-1.3436277493160882,0.07513085906857894,0.9957789568379809,0.18413633521772188
neg_baseline_0_01894,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01894.csv,0.04729604261010678,2.3874666235318927,0.27307692307692305,0.9879921040019716,-0.18379767901837923,0.0800000000745058,-0.7926377659344189,-0.18458376171264046,3.8485564992491814,-1.6933092622750388,0.15447416976325332,0.9896802443906019,0.24663488809759784
neg_baseline_0_01899,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01899.csv,0.05738987237225657,2.3025055242648667,0.2692307692307692,0.9979695612788972,0.1859711703529886,-0.0800000000745058,-0.810328614044237,-0.3243458761585032,3.3273530592618576,1.810035474135841,0.06408566437220074,0.9963739596757952,0.16227300327001667
neg_baseline_0_01907,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01907.csv,0.010407397009893016,0.9729646657145753,0.35,0.9701290344639123,-0.14921419861337465,0.02378378389403224,0.7067689744752077,-0.5002555188159201,1.5614080958524705,0.5017556224367086,0.24354534878929981,0.9765820230112379,0.48453779580899015
neg_baseline_0_01917,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01917.csv,0.01613708592646157,2.480961263835757,0.29615384615384616,0.9593914899349149,0.12299454014812326,-0.0787644786760211,-0.9131411354995461,-0.3210279674512666,4.9239020410463885,0.513581143085778,0.28397493205874613,0.9748674788055587,0.3343323455927455
neg_baseline_0_01920,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01920.csv,0.012623759704422421,0.9198835737133002,0.3576923076923077,0.9956204748535716,0.11069700104635428,-0.0077220075763762,0.7692616852745007,-0.3596117966939021,1.3722887171220375,0.0163915480865174,0.09352784154606039,0.9952112458817061,0.22717292794872024
neg_baseline_0_01924,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01924.csv,0.013541721400549878,0.8391303510381902,0.4115384615384615,0.997651989349246,-0.11022305579827081,0.00030888011679053307,0.7963130974298578,-0.39897566881861657,1.1960766334761461,0.01663306685451578,0.0686572929109585,0.996109901762262,0.1344398801916862
neg_baseline_0_01925,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01925.csv,0.02613854814643435,1.9628870970154078,0.3076923076923077,0.9625414668732967,0.14224613620058235,-0.07814671797677875,-0.32672932854760184,-0.8129317827412903,2.7770750513024787,1.2091557190404179,0.272678348450485,0.9714233022314311,0.4092067739362446
neg_baseline_0_01926,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01926.csv,0.015467008827761308,2.2142175965524302,0.2653846153846154,0.9232594830096269,-0.1242987840585013,0.07814671797677875,-0.6737460561624854,-0.44303607822494095,3.535283005049912,-0.6123148793802407,0.3912767440003186,0.9552189464968786,0.6390378042479433
neg_baseline_0_01928,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01928.csv,0.018054066378951572,0.8140335544573589,0.4076923076923077,0.998697128313452,-0.1379088872984339,0.006486486177891493,0.7616332515545929,-0.4858422334885715,1.1910555518319907,0.04904001999301226,0.05135563030421218,0.9967395072003209,0.12708413458825535
neg_baseline_0_01933,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01933.csv,0.007427649616415843,1.3751573773281127,0.3346153846153846,0.9529577732715306,0.10473982419101072,-0.06023166002705693,0.3205184333830596,-0.7729369208889159,1.814293033644522,0.3394490921746979,0.3059771081115552,0.9702120238898801,0.49494297238592544
neg_baseline_0_01934,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01934.csv,0.01608769619236672,0.8239307211433134,0.4076923076923077,0.9978272542111261,0.08937631066809887,-0.007104246877133846,0.7510199700919735,-0.5124651414987569,1.136024609921695,-0.08066227472788025,0.0658465821266183,0.9959588499433013,0.13600879944794475
neg_baseline_0_01937,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01937.csv,0.014794034655245203,0.9957183580927441,0.35384615384615387,0.9799751794155609,-0.14643283071067775,0.013281853403896093,0.8832200632480298,0.08431376144451264,1.5550384283108651,0.06129065914513487,0.19913643353595112,0.9849231650499103,0.2865010173789402
neg_baseline_0_01949,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01949.csv,0.021213582657360064,0.8278615082053477,0.4,0.9987666148752119,-0.23064937497747842,0.01266409270465374,0.8504399927552633,-0.2489028858307205,1.202020526783327,-0.15558928119032606,0.050643546106481176,0.9965852099697969,0.15512047908411367
neg_baseline_0_01956,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01956.csv,0.026223762989173394,2.118309684720251,0.28846153846153844,0.9403786758708725,0.0301858527272524,0.0800000000745058,-0.4150149018829705,-0.3425426291894573,3.0625911443152805,1.630591413034056,0.34196996977280353,0.9563323532175133,0.5111552081118623
neg_baseline_0_01961,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01961.csv,0.016306209524926563,0.8178802729974091,0.40384615384615385,0.9882134820108822,-0.14711754316058484,0.01142857177183032,0.807134093882489,-0.36187551031140464,1.276687577848966,0.05920243361000938,0.15278335024438797,0.9912311511298859,0.1690711211728317
neg_baseline_0_01962,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01962.csv,0.05013373372233576,2.418028997212012,0.2230769230769231,0.9921407619319007,0.23288539287701354,-0.0787644786760211,-0.8551943184304658,-0.12093408085151536,4.067098483709859,1.3612043029041818,0.12511685058076275,0.99221337316307,0.27692172587109204
neg_baseline_0_01963,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01963.csv,0.010143789227134659,0.7847084894454569,0.3269230769230769,0.9953461583654953,0.1042720774246705,0.0033976840786635876,0.7543946198168119,-0.46496803800666564,1.2046129692312382,0.52696829622535,0.09635951346729968,0.9947812273502186,0.22170731861890713
