sample_id,label,source_type,curve_path
neg_baseline_0_01801,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01801.csv
neg_baseline_0_01808,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01808.csv
neg_baseline_0_01809,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01809.csv
neg_baseline_0_01810,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01810.csv
neg_baseline_0_01816,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01816.csv
neg_baseline_0_01818,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01818.csv
neg_baseline_0_01819,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01819.csv
neg_baseline_0_01821,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01821.csv
neg_baseline_0_01828,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01828.csv
neg_baseline_0_01835,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01835.csv
neg_baseline_0_01842,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01842.csv
neg_baseline_0_01844,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01844.csv
neg_baseline_0_01851,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01851.csv
neg_baseline_0_01861,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01861.csv
neg_baseline_0_01863,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01863.csv
neg_baseline_0_01866,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01866.csv
neg_baseline_0_01870,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01870.csv
neg_baseline_0_01883,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01883.csv
neg_baseline_0_01884,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01884.csv
neg_baseline_0_01894,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01894.csv
neg_baseline_0_01899,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01899.csv
neg_baseline_0_01907,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01907.csv
neg_baseline_0_01917,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01917.csv
neg_baseline_0_01920,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01920.csv
neg_baseline_0_01924,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01924.csv
neg_baseline_0_01925,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01925.csv
neg_baseline_0_01926,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01926.csv
neg_baseline_0_01928,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01928.csv
neg_baseline_0_01933,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01933.csv
neg_baseline_0_01934,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01934.csv
neg_baseline_0_01937,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01937.csv
neg_baseline_0_01949,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01949.csv
neg_baseline_0_01956,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01956.csv
neg_baseline_0_01961,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01961.csv
neg_baseline_0_01962,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01962.csv
neg_baseline_0_01963,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01963.csv
neg_baseline_0_01965,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01965.csv
neg_baseline_0_01971,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01971.csv
neg_baseline_0_01972,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01972.csv
neg_baseline_0_01977,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01977.csv
neg_baseline_0_01979,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01979.csv
neg_baseline_0_01983,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01983.csv
neg_baseline_0_01990,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01990.csv
neg_baseline_0_01991,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01991.csv
neg_baseline_0_01993,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01993.csv
neg_baseline_0_01994,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01994.csv
neg_baseline_0_01995,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_01995.csv
neg_baseline_0_02001,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02001.csv
neg_baseline_0_02007,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02007.csv
neg_baseline_0_02012,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02012.csv
neg_baseline_0_02013,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02013.csv
neg_baseline_0_02020,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02020.csv
neg_baseline_0_02032,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02032.csv
neg_baseline_0_02034,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02034.csv
neg_baseline_0_02035,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02035.csv
neg_baseline_0_02038,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02038.csv
neg_baseline_0_02042,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02042.csv
neg_baseline_0_02045,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02045.csv
neg_baseline_0_02051,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02051.csv
neg_baseline_0_02054,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02054.csv
neg_baseline_0_02062,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02062.csv
neg_baseline_0_02065,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02065.csv
neg_baseline_0_02066,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02066.csv
neg_baseline_0_02067,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02067.csv
neg_baseline_0_02074,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02074.csv
neg_baseline_0_02075,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02075.csv
neg_baseline_0_02077,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02077.csv
neg_baseline_0_02083,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02083.csv
neg_baseline_0_02084,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02084.csv
neg_baseline_0_02100,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02100.csv
neg_baseline_0_02108,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02108.csv
neg_baseline_0_02112,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02112.csv
neg_baseline_0_02113,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02113.csv
neg_baseline_0_02128,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02128.csv
neg_baseline_0_02133,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02133.csv
neg_baseline_0_02143,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02143.csv
neg_baseline_0_02147,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02147.csv
neg_baseline_0_02148,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02148.csv
neg_baseline_0_02149,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02149.csv
neg_baseline_0_02152,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02152.csv
neg_baseline_0_02153,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02153.csv
neg_baseline_0_02154,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02154.csv
neg_baseline_0_02156,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02156.csv
neg_baseline_0_02158,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02158.csv
neg_baseline_0_02160,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02160.csv
neg_baseline_0_02167,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02167.csv
neg_baseline_0_02173,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02173.csv
neg_baseline_0_02176,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02176.csv
neg_baseline_0_02177,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02177.csv
neg_baseline_0_02180,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02180.csv
neg_baseline_0_02186,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02186.csv
neg_baseline_0_02191,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02191.csv
neg_baseline_0_02201,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02201.csv
neg_baseline_0_02202,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02202.csv
neg_baseline_0_02213,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02213.csv
neg_baseline_0_02214,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02214.csv
neg_baseline_0_02216,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02216.csv
neg_baseline_0_02231,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02231.csv
neg_baseline_0_02232,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02232.csv
neg_baseline_0_02237,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02237.csv
neg_baseline_0_02238,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02238.csv
neg_baseline_0_02241,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02241.csv
neg_baseline_0_02243,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02243.csv
neg_baseline_0_02245,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02245.csv
neg_baseline_0_02246,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02246.csv
neg_baseline_0_02252,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02252.csv
neg_baseline_0_02254,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02254.csv
neg_baseline_0_02259,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02259.csv
neg_baseline_0_02275,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02275.csv
neg_baseline_0_02277,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02277.csv
neg_baseline_0_02287,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02287.csv
neg_baseline_0_02291,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02291.csv
neg_baseline_0_02296,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02296.csv
neg_baseline_0_02304,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02304.csv
neg_baseline_0_02318,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02318.csv
neg_baseline_0_02322,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02322.csv
neg_baseline_0_02324,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02324.csv
neg_baseline_0_02330,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02330.csv
neg_baseline_0_02335,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02335.csv
neg_baseline_0_02336,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02336.csv
neg_baseline_0_02346,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02346.csv
neg_baseline_0_02351,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02351.csv
neg_baseline_0_02358,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02358.csv
neg_baseline_0_02363,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02363.csv
neg_baseline_0_02375,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02375.csv
neg_baseline_0_02376,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02376.csv
neg_baseline_0_02378,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02378.csv
neg_baseline_0_02379,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02379.csv
neg_baseline_0_02384,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02384.csv
neg_baseline_0_02392,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02392.csv
neg_baseline_0_02393,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02393.csv
neg_baseline_0_02396,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02396.csv
neg_baseline_0_02404,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02404.csv
neg_baseline_0_02409,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02409.csv
neg_baseline_0_02411,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02411.csv
neg_baseline_0_02412,0,neg_baseline,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\processed\neg_baseline_0_02412.csv
