sample_id,raw_path,label,source_type,format_hint,flux_column,time_column
neg_baseline_0_00184,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00184.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00197,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00197.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00201,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00201.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00203,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00203.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00211,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00211.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00216,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00216.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00223,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00223.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00225,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00225.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00226,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00226.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00232,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00232.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00236,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00236.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00238,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00238.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00241,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00241.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00244,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00244.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00245,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00245.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00246,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00246.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00258,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00258.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00259,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00259.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00262,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00262.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00264,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00264.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00266,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00266.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00270,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00270.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00276,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00276.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00284,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00284.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00286,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00286.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00289,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00289.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00292,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00292.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00302,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00302.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00306,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00306.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00308,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00308.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00309,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00309.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00312,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00312.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00317,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00317.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00321,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00321.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00324,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00324.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00327,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00327.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00330,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00330.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00331,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00331.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00333,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00333.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00334,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00334.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00336,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00336.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00344,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00344.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00350,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00350.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00363,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00363.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00368,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00368.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00369,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00369.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00372,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00372.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00374,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00374.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00376,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00376.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00392,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00392.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00396,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00396.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00398,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00398.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00400,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00400.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00402,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00402.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00405,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00405.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00410,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00410.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00412,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00412.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00413,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00413.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00414,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00414.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00419,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00419.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00423,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00423.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00425,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00425.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00427,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00427.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00428,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00428.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00430,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00430.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00434,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00434.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00440,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00440.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00443,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00443.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00452,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00452.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00455,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00455.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00458,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00458.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00459,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00459.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00460,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00460.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00463,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00463.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00464,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00464.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00473,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00473.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00474,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00474.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00476,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00476.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00482,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00482.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00485,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00485.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00486,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00486.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00495,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00495.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00496,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00496.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00497,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00497.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00507,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00507.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00511,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00511.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00513,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00513.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00514,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00514.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00523,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00523.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00524,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00524.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00527,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00527.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00528,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00528.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00532,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00532.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00533,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00533.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00534,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00534.csv,0,neg_baseline,csv,detrended_flux,time_jd
neg_baseline_0_00536,C:\Users\Daniel\Desktop\En curso\Máster Astrofísica\TFM\src\classifier\data\training\raw\neg_baseline_0_00536.csv,0,neg_baseline,csv,detrended_flux,time_jd
