file,dx,dy,corr_peak,reference_strategy,status,pass1_jump,pass1_low_corr,rejected,corr_threshold
cal_qatar1b-087.fit,1.0,0.0,22179951456.560234,first,aligned,1.0,False,False,15969362994.252644
cal_qatar1b-088.fit,0.0,-1.0,20302071255.039394,first,aligned,1.4142135623730951,False,False,15969362994.252644
cal_qatar1b-089.fit,1.0,1.0,19424296174.00833,first,aligned,2.23606797749979,False,False,15969362994.252644
cal_qatar1b-090.fit,1.0,1.0,21549301169.717537,first,aligned,0.0,False,False,15969362994.252644
cal_qatar1b-091.fit,1.0,1.0,20244891342.133015,first,aligned,0.0,False,False,15969362994.252644
cal_qatar1b-092.fit,0.0,0.0,20041947799.590263,first,aligned,1.4142135623730951,False,False,15969362994.252644
cal_qatar1b-093.fit,1.0,0.0,19545753981.01574,first,aligned,1.0,False,False,15969362994.252644
cal_qatar1b-094.fit,2.0,0.0,18854979022.343243,first,aligned,1.0,False,False,15969362994.252644
cal_qatar1b-095.fit,1.0,-1.0,16666622725.629559,first,aligned,1.4142135623730951,False,False,15969362994.252644
cal_qatar1b-096.fit,1.0,0.0,15388100145.948116,first,aligned,1.0,True,False,15969362994.252644
cal_qatar1b-097.fit,1.0,1.0,16233140288.961355,first,aligned,1.0,False,False,15969362994.252644
cal_qatar1b-098.fit,0.0,3.0,16061693793.888788,first,aligned,2.23606797749979,False,False,15969362994.252644
cal_qatar1b-099.fit,0.0,2.0,16163737118.0327,first,aligned,1.0,False,False,15969362994.252644
cal_qatar1b-100.fit,0.0,1.0,14746638747.195625,first,aligned,1.0,True,False,15969362994.252644
cal_qatar1b-101.fit,1.0,1.0,15846807818.525293,first,aligned,1.0,True,False,15969362994.252644
cal_qatar1b-102.fit,1.0,0.0,15535395636.366716,first,aligned,1.0,True,False,15969362994.252644
cal_qatar1b-103.fit,0.0,-1.0,15913138063.723904,first,aligned,1.4142135623730951,True,False,15969362994.252644
cal_qatar1b-104.fit,1.0,0.0,15362402270.68906,first,aligned,1.4142135623730951,True,False,15969362994.252644
cal_qatar1b-105.fit,1.0,1.0,15238693484.942204,first,aligned,1.0,True,False,15969362994.252644
cal_qatar1b-106.fit,0.0,0.0,15122551256.042524,first,aligned,1.4142135623730951,True,False,15969362994.252644
cal_qatar1b-107.fit,0.0,0.0,15214272155.897402,first,aligned,0.0,True,False,15969362994.252644
cal_qatar1b-108.fit,1.0,0.0,15161689467.598375,first,aligned,1.0,True,False,15969362994.252644
cal_qatar1b-109.fit,1.0,-1.0,14547669654.790737,first,aligned,1.0,True,False,15969362994.252644
cal_qatar1b-110.fit,0.0,-1.0,15959104016.515295,first,aligned,1.0,True,False,15969362994.252644
cal_qatar1b-111.fit,0.0,1.0,17536908138.851814,first,aligned,2.0,False,False,15969362994.252644
cal_qatar1b-112.fit,-1.0,2.0,14477224810.692427,first,aligned,1.4142135623730951,True,False,15969362994.252644
cal_qatar1b-113.fit,-5.0,1.0,17964859103.10845,first,aligned,4.123105625617661,False,False,15969362994.252644
cal_qatar1b-114.fit,-5.0,0.0,17756352693.83632,first,aligned,1.0,False,False,15969362994.252644
cal_qatar1b-115.fit,-5.0,0.0,15654364931.874985,first,aligned,0.0,True,False,15969362994.252644
cal_qatar1b-116.fit,-4.0,1.0,16383501094.982681,first,aligned,1.4142135623730951,False,False,15969362994.252644
cal_qatar1b-117.fit,-5.0,0.0,17059470734.417402,first,aligned,1.4142135623730951,False,False,15969362994.252644
cal_qatar1b-118.fit,-5.0,0.0,17552696197.318027,first,aligned,0.0,False,False,15969362994.252644
cal_qatar1b-119.fit,-5.0,0.0,18157280415.206467,first,aligned,0.0,False,False,15969362994.252644
cal_qatar1b-120.fit,-5.0,1.0,19522556367.089428,first,aligned,1.0,False,False,15969362994.252644
cal_qatar1b-121.fit,-6.0,2.0,19831558499.251514,first,aligned,1.4142135623730951,False,False,15969362994.252644
cal_qatar1b-122.fit,-7.0,0.0,18689266942.102497,first,aligned,2.23606797749979,False,False,15969362994.252644
cal_qatar1b-123.fit,-5.0,0.0,20094878851.51136,first,aligned,2.0,False,False,15969362994.252644
cal_qatar1b-124.fit,-5.0,0.0,18773230276.838493,first,aligned,0.0,False,False,15969362994.252644
cal_qatar1b-125.fit,-6.0,1.0,18039476094.825752,first,aligned,1.4142135623730951,False,False,15969362994.252644
cal_qatar1b-126.fit,-6.0,1.0,18483314482.313934,first,aligned,0.0,False,False,15969362994.252644
cal_qatar1b-127.fit,-5.0,2.0,18861750037.615856,first,aligned,1.4142135623730951,False,False,15969362994.252644
cal_qatar1b-128.fit,-6.0,1.0,20305083746.074383,first,aligned,1.4142135623730951,False,False,15969362994.252644
cal_qatar1b-129.fit,-6.0,0.0,20031832179.205055,first,aligned,1.0,False,False,15969362994.252644
cal_qatar1b-130.fit,-6.0,-1.0,21168079237.648804,first,aligned,1.0,False,False,15969362994.252644
cal_qatar1b-131.fit,-5.0,0.0,21617836405.042515,first,aligned,1.4142135623730951,False,False,15969362994.252644
cal_qatar1b-132.fit,-5.0,0.0,21049740944.755596,first,aligned,0.0,False,False,15969362994.252644
cal_qatar1b-133.fit,-6.0,-1.0,21123401025.580486,first,aligned,1.4142135623730951,False,False,15969362994.252644
cal_qatar1b-134.fit,-6.0,-1.0,19351861942.749077,first,aligned,0.0,False,False,15969362994.252644
cal_qatar1b-135.fit,-7.0,-2.0,20832864491.711273,first,aligned,1.4142135623730951,False,False,15969362994.252644
cal_qatar1b-136.fit,-8.0,-2.0,19819513410.294643,first,aligned,1.0,False,False,15969362994.252644
cal_qatar1b-137.fit,-9.0,-2.0,20316898993.91072,first,aligned,1.0,False,False,15969362994.252644
cal_qatar1b-138.fit,-8.0,-2.0,18919779262.98373,first,aligned,1.0,False,False,15969362994.252644
cal_qatar1b-139.fit,-7.0,-2.0,21026853801.74477,first,aligned,1.0,False,False,15969362994.252644
cal_qatar1b-140.fit,-8.0,-2.0,18989900903.954716,first,aligned,1.0,False,False,15969362994.252644
cal_qatar1b-141.fit,-9.0,-2.0,19433658346.988476,first,aligned,1.0,False,False,15969362994.252644
cal_qatar1b-142.fit,-8.0,-1.0,18456261619.498108,first,aligned,1.4142135623730951,False,False,15969362994.252644
cal_qatar1b-143.fit,-8.0,-1.0,17616681918.524944,first,aligned,0.0,False,False,15969362994.252644
cal_qatar1b-144.fit,-10.0,-2.0,20563889862.23556,first,aligned,2.23606797749979,False,False,15969362994.252644
cal_qatar1b-145.fit,-10.0,-3.0,21781606321.03031,first,aligned,1.0,False,False,15969362994.252644
cal_qatar1b-146.fit,-9.0,-3.0,20947401858.38418,first,aligned,1.0,False,False,15969362994.252644
cal_qatar1b-147.fit,-9.0,-5.0,20161577198.544502,first,aligned,2.0,False,False,15969362994.252644
cal_qatar1b-148.fit,-9.0,-7.0,21667399908.236397,first,aligned,2.0,False,False,15969362994.252644
cal_qatar1b-149.fit,-8.0,-6.0,20096726548.11508,first,aligned,1.4142135623730951,False,False,15969362994.252644
cal_qatar1b-150.fit,-8.0,-6.0,19809126925.320087,first,aligned,0.0,False,False,15969362994.252644
cal_qatar1b-151.fit,-9.0,-6.0,19922194718.12601,first,aligned,1.0,False,False,15969362994.252644
cal_qatar1b-152.fit,-9.0,-7.0,21211818750.36634,first,aligned,1.0,False,False,15969362994.252644
cal_qatar1b-153.fit,-8.0,-6.0,19382236747.955357,first,aligned,1.4142135623730951,False,False,15969362994.252644
cal_qatar1b-154.fit,-8.0,-7.0,20518703718.145508,first,aligned,1.0,False,False,15969362994.252644
cal_qatar1b-155.fit,-8.0,-8.0,21743069575.813942,first,aligned,1.0,False,False,15969362994.252644
cal_qatar1b-156.fit,-8.0,-8.0,20647162326.33301,first,aligned,0.0,False,False,15969362994.252644
cal_qatar1b-157.fit,-9.0,-9.0,8958235423.000675,first,rejected_prealign,1.4142135623730951,True,True,15969362994.252644
cal_qatar1b-158.fit,-10.0,-27.0,20120391894.458076,first,aligned,18.027756377319946,False,False,15969362994.252644
cal_qatar1b-159.fit,-10.0,-29.0,20443117034.76738,first,aligned,2.0,False,False,15969362994.252644
cal_qatar1b-160.fit,-10.0,-30.0,18156320353.037766,first,aligned,1.0,False,False,15969362994.252644
cal_qatar1b-161.fit,-8.0,-33.0,18625682605.522213,first,aligned,3.605551275463989,False,False,15969362994.252644
cal_qatar1b-162.fit,-8.0,-33.0,19064530463.823025,first,aligned,0.0,False,False,15969362994.252644
cal_qatar1b-163.fit,-9.0,-32.0,20597683493.37056,first,aligned,1.4142135623730951,False,False,15969362994.252644
cal_qatar1b-164.fit,-9.0,-32.0,20943605673.88856,first,aligned,0.0,False,False,15969362994.252644
cal_qatar1b-165.fit,-8.0,-32.0,21724451591.354267,first,aligned,1.0,False,False,15969362994.252644
cal_qatar1b-166.fit,-10.0,-31.0,17639824690.26604,first,aligned,2.23606797749979,False,False,15969362994.252644
cal_qatar1b-167.fit,-10.0,-31.0,19556276861.863247,first,aligned,0.0,False,False,15969362994.252644
cal_qatar1b-168.fit,-9.0,-32.0,18034236608.173477,first,aligned,1.4142135623730951,False,False,15969362994.252644
cal_qatar1b-169.fit,-9.0,-31.0,18385212944.88886,first,aligned,1.0,False,False,15969362994.252644
cal_qatar1b-170.fit,-9.0,-33.0,18579751520.670033,first,aligned,2.0,False,False,15969362994.252644
cal_qatar1b-171.fit,-9.0,-32.0,18669404736.267315,first,aligned,1.0,False,False,15969362994.252644
cal_qatar1b-172.fit,-8.0,-31.0,19960809892.640133,first,aligned,1.4142135623730951,False,False,15969362994.252644
cal_qatar1b-173.fit,-8.0,-31.0,18815358427.480064,first,aligned,0.0,False,False,15969362994.252644
cal_qatar1b-174.fit,-10.0,-32.0,20220088911.978374,first,aligned,2.23606797749979,False,False,15969362994.252644
cal_qatar1b-175.fit,-9.0,-31.0,18437475396.50047,first,aligned,1.4142135623730951,False,False,15969362994.252644
cal_qatar1b-176.fit,-9.0,-31.0,17208768692.238575,first,aligned,0.0,False,False,15969362994.252644
cal_qatar1b-177.fit,-9.0,-31.0,16710200344.091848,first,aligned,0.0,False,False,15969362994.252644
cal_qatar1b-178.fit,-9.0,-32.0,17557823264.496433,first,aligned,1.0,False,False,15969362994.252644
cal_qatar1b-179.fit,-9.0,-32.0,17083959223.031006,first,aligned,0.0,False,False,15969362994.252644
cal_qatar1b-180.fit,-9.0,-32.0,15605668440.53958,first,aligned,0.0,True,False,15969362994.252644
cal_qatar1b-181.fit,-9.0,-31.0,14018386740.049818,first,aligned,1.0,True,False,15969362994.252644
cal_qatar1b-182.fit,-10.0,-32.0,14762091919.026173,first,aligned,1.4142135623730951,True,False,15969362994.252644
